name,location,specialty,facility_type,place_id,latitude,longitude,vicinity,rating,reviews,is_open_now,opening_hours,phone_number,website,emergency_facility,response_probability,distance_from_center,has_phone,has_website,collected_at,quality_score,is_highly_rated
Dental Hospital,"Shop 18, Ajantha Complex, Opposite Poona Cafe, near Kem Hospital, New Nana Peth, Rasta Peth, Pune, Maharashtra 411002, India",General,establishment,ChIJwzh9G0PAwjsR_A65ZbAukLs,18.5173185,73.8687143,"Shop 18, Ajantha Complex, Opposite Poona Cafe, near Kem Hospital, New Nana Peth, Rasta Peth, Pune, Maharashtra 411002, India",3.0,3,False,[],094220 65962,,True,0.6,1312.2773889006571,1,0,2026-04-07T23:25:54.897083,60.3,0
Hospital,"43, Sinhgad College Rd, Jadhav Nagar, Vadgaon Budruk, Pune, Maharashtra 411041, India",General,establishment,ChIJ-byIX0SVwjsRdiPqEyxWUnI,18.4668214,73.82622669999999,"43, Sinhgad College Rd, Jadhav Nagar, Vadgaon Budruk, Pune, Maharashtra 411041, India",3.0,2,False,[],,,True,0.5,2791.366263460215,0,0,2026-04-07T23:26:15.172320,60.2,0
Shubham Clinic,"Yashdeep Building, FRGC+R39, Samarth Park - Brahma Garden Rd, Samarth Park, Anand Nagar, Pune, Maharashtra 411051, India",General,establishment,ChIJo7B0Wl6VwjsRD4N9TgDfLzo,18.4770276,73.82024969999999,"Yashdeep Building, FRGC+R39, Samarth Park - Brahma Garden Rd, Samarth Park, Anand Nagar, Pune, Maharashtra 411051, India",3.0,1,False,[],,,True,0.5,3885.462956916273,0,0,2026-04-07T23:26:17.871255,60.1,0
Vinayak Hospital,"1, Arihant Society, Maharshi Nagar, Pune, Maharashtra 411037, India",General,establishment,ChIJwaQ-2h7AwjsROKCphDQHNUI,18.4891541,73.8620237,"1, Arihant Society, Maharshi Nagar, Pune, Maharashtra 411037, India",2.7,6,False,[],,,True,0.5,3713.487165838098,0,0,2026-04-07T23:26:17.256720,54.6,0
Ugale Dental Clinic & Oral Health Care,"4XWG+QPX, Shirwal, Maharashtra 412801, India",General,establishment,ChIJsYRQfDb2wjsR7D8bHFypbNY,18.1469793,73.9768749,"4XWG+QPX, Shirwal, Maharashtra 412801, India",2.5,12,False,"['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']",096230 87427,,True,0.6,4578.966052962972,1,0,2026-04-07T23:26:36.420660,51.2,0
Childrens Hospital agarwal,"3rd Floor, Sinhagad Road, Manik Baug, Aboce Anandi Dining Hall, Manik Baug, Dhayari, Shobhapur, Kasba Peth, Pune, Maharashtra 411011, India",General Practice,doctor,ChIJq6qq6ti-wjsRnpaHbXYi0k4,18.5205081,73.8567695,"3rd Floor, Sinhagad Road, Manik Baug, Aboce Anandi Dining Hall, Manik Baug, Dhayari, Shobhapur, Kasba Peth, Pune, Maharashtra 411011, India",0.0,0,False,[],020 2435 6786,,True,0.6,14.077691110142704,1,0,2026-04-07T23:25:55.356718,0.0,0
Clinic,"B, 587, Market Yard, Burhanj Baug-B Colony, Market Yard, Gultekadi, Pune, Maharashtra 411037, India",General,establishment,ChIJhc5lDyDAwjsR0dWNfWXK60M,18.485415,73.86654,"B, 587, Market Yard, Burhanj Baug-B Colony, Market Yard, Gultekadi, Pune, Maharashtra 411037, India",0.0,0,False,[],,,True,0.5,3520.0268593679275,0,0,2026-04-07T23:26:16.873505,0.0,0
Dr Yavalkar's Hospital,"1120, 6, Lakaki Rd, Rage Path, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",General,establishment,ChIJ____T36_wjsRJ7YiwcSSqv0,18.5293681,73.8405277,"1120, 6, Lakaki Rd, Rage Path, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",0.0,0,False,[],097625 55905,,True,0.6,1975.295605028565,1,0,2026-04-07T23:25:54.411570,0.0,0
Government Veterinary Hospital Shirwal,"5X3F+FVR, Shirwal, Maharashtra 412801, India",General,establishment,ChIJYVWXJgD3wjsRKv1OgnRTUas,18.1537399,73.9746413,"5X3F+FVR, Shirwal, Maharashtra 412801, India",0.0,0,False,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']",,,True,0.5,4888.225300586391,0,0,2026-04-07T23:26:39.083622,0.0,0
Hospital,"4XWG+MQW, Shirwal, Maharashtra 412801, India",General,establishment,ChIJHzYGAwD3wjsRo8fDUTmgHCg,18.1467296,73.9769507,"4XWG+MQW, Shirwal, Maharashtra 412801, India",0.0,0,False,[],,,True,0.5,4570.452174194294,0,0,2026-04-07T23:26:36.200864,0.0,0
Hospital,"1, Narhe Gaon Rd, Ambegaon Budruk, Pune, Maharashtra 411041, India",General,establishment,ChIJdRpmzCSVwjsRFMZqlMM5Kw8,18.446371,73.8270458,"1, Narhe Gaon Rd, Ambegaon Budruk, Pune, Maharashtra 411041, India",0.0,0,False,[],,,True,0.5,2794.4903188846347,0,0,2026-04-07T23:26:15.276594,0.0,0
Prostate Surgery Clinic,"Sai Platinum Building, 559, Laxmi Rd, near Vijay cinema Sun Clinic, opp. Jyoti Gas appliances, Sadashiv Peth, Pune, Maharashtra 411030, India",General Practice,doctor,ChIJ05G0q1-VwjsRzyuvOxSKKzI,18.5139051,73.8494995,"Sai Platinum Building, 559, Laxmi Rd, near Vijay cinema Sun Clinic, opp. Jyoti Gas appliances, Sadashiv Peth, Pune, Maharashtra 411030, India",0.0,0,False,[],098500 63926,http://www.sunclinic.in/,True,0.65,1047.840297789924,1,1,2026-04-07T23:25:57.707889,0.0,0
Ranka Cardiology Hospital in Swargate Pune,"FVV6+XMF, Chipalkatti Rd, Mukund Nagar, Pune, Maharashtra 411037, India",General,establishment,ChIJ7UM3xRnAwjsR5YY-vU3cDw0,18.4949477,73.8616656,"FVV6+XMF, Chipalkatti Rd, Mukund Nagar, Pune, Maharashtra 411037, India",0.0,0,False,[],020 2426 1530,http://www.rankahospital.com/,True,0.65,2878.19262268053,1,1,2026-04-07T23:26:05.788549,0.0,0
SGM HOSPITAL SHIRWAL DIST.SATARA 412801,"shirwal,tal.khandala, Shirwal, Maharashtra 412801, India",General,establishment,ChIJn6kIg5v3wjsR9q6-ckCr0Sk,18.1465803,73.9760022,"shirwal,tal.khandala, Shirwal, Maharashtra 412801, India",0.0,0,False,[],,,True,0.5,4670.446108085721,0,0,2026-04-07T23:26:37.750125,0.0,0
Sai clinic,"5286+GCF, Panjalwadi, Maharashtra 412205, India",General,establishment,ChIJ3zuHdmj3wjsRd30NB1I5a34,18.166315,74.01105179999999,"5286+GCF, Panjalwadi, Maharashtra 412205, India",0.0,0,False,[],,,True,0.5,2446.8178440346437,0,0,2026-04-07T23:26:34.491625,0.0,0
Sangam Hospital - Raviwar Peth,"Shop No, 775, Ganesh Rd, Raviwar Peth, Pune, Maharashtra 411011, India",General,establishment,ChIJHUjTHmbAwjsRchc-th7gUSM,18.5189888,73.86061049999999,"Shop No, 775, Ganesh Rd, Raviwar Peth, Pune, Maharashtra 411011, India",0.0,0,False,"['Monday: 9:00\u2009–\u200911:00\u202fAM, 1:00\u2009–\u20092:30\u202fPM, 8:00\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u2009–\u200911:00\u202fAM, 1:00\u2009–\u20092:30\u202fPM, 8:00\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u2009–\u200911:00\u202fAM, 1:00\u2009–\u20092:30\u202fPM, 8:00\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u2009–\u200911:00\u202fAM, 1:00\u2009–\u20092:30\u202fPM, 8:00\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u2009–\u200911:00\u202fAM, 1:00\u2009–\u20092:30\u202fPM, 8:00\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u2009–\u200911:00\u202fAM, 1:00\u2009–\u20092:30\u202fPM', 'Sunday: Closed']",020 2445 9462,http://sangamhospital.in/,True,0.65,441.1608367636913,1,1,2026-04-07T23:25:55.709549,0.0,0
Shinde hospital,"5296+4RF, Nhavi, Maharashtra 412205, India",General,establishment,ChIJlUVKrP33wjsRE9GoYEDB-eY,18.1678032,74.0120341,"5296+4RF, Nhavi, Maharashtra 412205, India",0.0,0,False,[],,,True,0.5,2562.8814090042138,0,0,2026-04-07T23:26:34.689133,0.0,0
Siddhivinayak clinic,"Bholi, shirval lonand road tal khandal, Bholi, Maharashtra 415526, India",General,establishment,ChIJEbLqIadZwjsRsCxBJGWg7nk,18.1175726,74.0289189,"Bholi, shirval lonand road tal khandal, Bholi, Maharashtra 415526, India",0.0,0,False,[],,,True,0.5,3303.199539102544,0,0,2026-04-07T23:26:34.919116,0.0,0
Vengara,"FRCC+4F2 Complete Dental Clinic, Niranjan Park, Anand Nagar, Pune, Maharashtra 411051, India",General,establishment,ChIJ-YcoJ12VwjsR81L0prZLFNE,18.4702542,73.8211441,"FRCC+4F2 Complete Dental Clinic, Niranjan Park, Anand Nagar, Pune, Maharashtra 411051, India",0.0,0,False,[],,,True,0.5,3434.3362204451078,0,0,2026-04-07T23:26:16.649847,0.0,0
Vijaya Homeopathy Clinic,"Shivshakti chouk, near P.D.C.C. bank, Kashinath Patil Nagar, Panchod, Balaji Nagar, Pune, Maharashtra 411043, India",General,establishment,ChIJEwZ7HbzqwjsR6m6O7sUXo1s,18.466762,73.8602106,"Shivshakti chouk, near P.D.C.C. bank, Kashinath Patil Nagar, Panchod, Balaji Nagar, Pune, Maharashtra 411043, India",0.0,0,False,[],083789 26269,,True,0.6,1430.3267217975406,1,0,2026-04-07T23:26:14.342642,0.0,0
homeopathy Clinic,"4XXH+5C3, Unnamed Road, शिरवळ, महाराष्ट्र 412801, India",General,establishment,ChIJBfhXttL3wjsR6I-_HOCI0Zc,18.1478895,73.97854079999999,"4XXH+5C3, Unnamed Road, शिरवळ, महाराष्ट्र 412801, India",0.0,0,False,[],,,True,0.5,4406.379365948503,0,0,2026-04-07T23:26:35.246097,0.0,0
